Name,Prev. Season,Position,Service Time,Salary,G_x,PA_x,H_x,AVG_x,1B_x,2B_x,3B_x,HR_x,BB%_x,K%_x,BB/K_x,BABIP_x,wOBA_x,wRAA_x,wRC_x,RE24_x,O-Swing%_x,Z-Swing%_x,Swing%_x,O-Contact%_x,Z-Contact%_x,Contact%_x,SwStr%_x,EV_x,LA_x,HardHit%_x,Barrel%_x,OPS_x,SB_run,CS_run,UBR_x,Inn_x,E_x,DRS_x,UZR_x,RAA_x,FRM_x,SB_def,CS_def,G_y,PA_y,H_y,AVG_y,1B_y,2B_y,3B_y,HR_y,BB%_y,K%_y,BB/K_y,BABIP_y,wOBA_y,wRAA_y,wRC_y,RE24_y,O-Swing%_y,Z-Swing%_y,Swing%_y,O-Contact%_y,Z-Contact%_y,Contact%_y,SwStr%_y,EV_y,LA_y,HardHit%_y,Barrel%_y,OPS_y,SB_run,CS_run,UBR_y,Inn_y,E_y,DRS_y,UZR_y,RAA_y,FRM_y,SB_def,CS_def,Inn,E,DRS,UZR,RAA,FRM,SB_def,CS_def
Jason Repko,2010,OF,3,600000,58.0,146.0,29.0,0.228,20.0,6.0,0.0,3.0,0,0,0.34,0.302,0.307,-1.6,15.0,-3.22,0,0,0,0,0,0,0,0.0,0.0,0,0,0.671,3.0,2.0,1.7,306.0,0.0,8.0,12.1,0.0,0.0,0.0,0.0,58.0,146.0,29.0,0.228,20.0,6.0,0.0,3.0,8.9,26.0,0.34,0.302,0.307,-1.6,15.0,-3.22,31.0,58.2,43.8,53.3,87.6,74.7,10.9,0.0,0.0,0.0,0.0,0.671,3.0,2.0,1.7,306.0,0.0,8.0,12.1,0.0,0.0,0.0,0.0,306.0,0.0,8.0,12.1,0.0,0.0,0.0,0.0
Jeff Mathis,2010,C,4,1700000,68.0,218.0,40.0,0.195,30.0,6.0,1.0,3.0,0,0,0.1,0.253,0.22,-17.7,7.0,-16.6,0,0,0,0,0,0,0,0.0,0.0,0,0,0.497,3.0,0.0,0.6,553.67,7.0,7.0,0.0,0.0,1.8,43.0,11.0,68.0,218.0,40.0,0.195,30.0,6.0,1.0,3.0,2.8,27.1,0.1,0.253,0.22,-17.7,7.0,-16.6,36.2,66.6,50.6,51.5,79.7,69.1,15.3,0.0,0.0,0.0,0.0,0.497,3.0,0.0,0.6,553.67,7.0,7.0,0.0,0.0,1.8,43.0,11.0,553.67,7.0,7.0,0.0,0.0,1.8,43.0,11.0
Jeff Keppinger,2010,2B,4,2300000,137.0,575.0,148.0,0.288,107.0,34.0,1.0,6.0,0,0,1.42,0.298,0.332,5.0,71.0,12.01,0,0,0,0,0,0,0,0.0,0.0,0,0,0.744,4.0,1.0,-2.9,1157.67,7.0,-16.0,-4.6,0.0,0.0,0.0,0.0,137.0,575.0,148.0,0.288,107.0,34.0,1.0,6.0,8.9,6.3,1.42,0.298,0.332,5.0,71.0,12.01,20.2,57.1,38.1,82.8,96.7,92.9,2.7,0.0,0.0,0.0,0.0,0.744,4.0,1.0,-2.9,1157.67,7.0,-16.0,-4.6,0.0,0.0,0.0,0.0,1157.67,7.0,-16.0,-4.6,0.0,0.0,0.0,0.0
Jeff Baker,2010,1B,4,1175000,79.0,224.0,56.0,0.272,37.0,13.0,2.0,4.0,0,0,0.32,0.34,0.326,0.9,27.0,-1.08,0,0,0,0,0,0,0,0.0,0.0,0,0,0.739,1.0,0.0,-0.6,431.67,7.0,0.0,4.0,0.0,0.0,0.0,0.0,79.0,224.0,56.0,0.272,37.0,13.0,2.0,4.0,7.1,22.3,0.32,0.34,0.326,0.9,27.0,-1.08,32.0,71.8,50.6,63.3,89.6,80.7,9.7,0.0,0.0,0.0,0.0,0.739,1.0,0.0,-0.6,431.67,7.0,0.0,4.0,0.0,0.0,0.0,0.0,431.67,7.0,0.0,4.0,0.0,0.0,0.0,0.0
Jesus Flores,2010,C,3,750000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Lopez,2010,3B,5,3600000,150.0,622.0,142.0,0.239,103.0,29.0,0.0,10.0,0,0,0.35,0.254,0.27,-25.6,46.0,-27.07,0,0,0,0,0,0,0,0.0,0.0,0,0,0.609,3.0,2.0,-2.3,1252.67,18.0,11.0,8.7,0.0,0.0,0.0,0.0,150.0,622.0,142.0,0.239,103.0,29.0,0.0,10.0,3.7,10.6,0.35,0.254,0.27,-25.6,46.0,-27.07,36.3,68.4,51.3,79.4,93.1,87.9,6.4,0.0,0.0,0.0,0.0,0.609,3.0,2.0,-2.3,1252.67,18.0,11.0,8.7,0.0,0.0,0.0,0.0,1252.67,18.0,11.0,8.7,0.0,0.0,0.0,0.0
Josh Willingham,2010,LF,5,6000000,114.0,451.0,99.0,0.268,62.0,19.0,2.0,16.0,0,0,0.79,0.304,0.375,19.4,71.0,16.54,0,0,0,0,0,0,0,0.0,0.0,0,0,0.848,8.0,0.0,-1.2,880.33,1.0,2.0,-2.3,0.0,0.0,0.0,0.0,114.0,451.0,99.0,0.268,62.0,19.0,2.0,16.0,14.9,18.8,0.79,0.304,0.375,19.4,71.0,16.54,18.3,63.9,38.5,60.0,87.6,80.3,7.6,0.0,0.0,0.0,0.0,0.848,8.0,0.0,-1.2,880.33,1.0,2.0,-2.3,0.0,0.0,0.0,0.0,880.33,1.0,2.0,-2.3,0.0,0.0,0.0,0.0
Josh Wilson,2010,2B,3,725000,108.0,388.0,82.0,0.227,64.0,14.0,2.0,2.0,0,0,0.19,0.28,0.26,-18.8,26.0,-18.4,0,0,0,0,0,0,0,0.0,0.0,0,0,0.572,5.0,0.0,-0.4,913.0,22.0,2.0,-2.0999999999999996,0.0,0.0,0.0,0.0,108.0,388.0,82.0,0.227,64.0,14.0,2.0,2.0,3.6,19.1,0.19,0.28,0.26,-18.8,26.0,-18.4,36.0,64.9,49.4,74.2,91.7,84.9,7.5,0.0,0.0,0.0,0.0,0.572,5.0,0.0,-0.4,913.0,22.0,2.0,-2.0999999999999996,0.0,0.0,0.0,0.0,913.0,22.0,2.0,-2.0999999999999996,0.0,0.0,0.0,0.0
Kelly Johnson,2010,2B,5,5850000,154.0,671.0,166.0,0.284,99.0,36.0,5.0,26.0,0,0,0.53,0.339,0.378,30.8,108.0,18.3,0,0,0,0,0,0,0,0.0,0.0,0,0,0.865,13.0,7.0,-1.2,1270.67,8.0,0.0,7.5,0.0,0.0,0.0,0.0,154.0,671.0,166.0,0.284,99.0,36.0,5.0,26.0,11.8,22.1,0.53,0.339,0.378,30.8,108.0,18.3,28.4,68.2,45.6,58.4,86.9,76.8,10.5,0.0,0.0,0.0,0.0,0.865,13.0,7.0,-1.2,1270.67,8.0,0.0,7.5,0.0,0.0,0.0,0.0,1270.67,8.0,0.0,7.5,0.0,0.0,0.0,0.0
Kendrys Morales,2010,DH,3,2975000,51.0,211.0,56.0,0.29,40.0,5.0,0.0,11.0,0,0,0.39,0.296,0.36,6.6,31.0,15.82,0,0,0,0,0,0,0,0.0,0.0,0,0,0.833,0.0,1.0,2.0,448.67,2.0,1.0,4.0,0.0,0.0,0.0,0.0,51.0,211.0,56.0,0.29,40.0,5.0,0.0,11.0,5.7,14.7,0.39,0.296,0.36,6.6,31.0,15.82,30.6,62.9,45.0,60.2,90.9,79.3,9.1,0.0,0.0,0.0,0.0,0.833,0.0,1.0,2.0,448.67,2.0,1.0,4.0,0.0,0.0,0.0,0.0,448.67,2.0,1.0,4.0,0.0,0.0,0.0,0.0
Kevin Kouzmanoff,2010,3B,4,4750000,143.0,586.0,136.0,0.247,87.0,32.0,1.0,16.0,0,0,0.25,0.27,0.296,-11.5,56.0,-15.38,0,0,0,0,0,0,0,0.0,0.0,0,0,0.679,2.0,1.0,-0.2,1231.67,12.0,11.0,15.3,0.0,0.0,0.0,0.0,143.0,586.0,136.0,0.247,87.0,32.0,1.0,16.0,4.1,16.4,0.25,0.27,0.296,-11.5,56.0,-15.38,34.6,77.5,55.2,63.9,87.3,79.7,11.1,0.0,0.0,0.0,0.0,0.679,2.0,1.0,-0.2,1231.67,12.0,11.0,15.3,0.0,0.0,0.0,0.0,1231.67,12.0,11.0,15.3,0.0,0.0,0.0,0.0
Koyie Hill,2010,C,4,850000,77.0,231.0,46.0,0.214,31.0,13.0,1.0,1.0,0,0,0.2,0.292,0.241,-14.8,12.0,-15.3,0,0,0,0,0,0,0,0.0,0.0,0,0,0.552,1.0,0.0,-0.4,546.33,4.0,-8.0,0.0,0.0,-7.3,37.0,8.0,77.0,231.0,46.0,0.214,31.0,13.0,1.0,1.0,5.2,26.4,0.2,0.292,0.241,-14.8,12.0,-15.3,33.9,61.5,45.9,58.1,86.6,74.7,11.4,0.0,0.0,0.0,0.0,0.552,1.0,0.0,-0.4,546.33,4.0,-8.0,0.0,0.0,-7.3,37.0,8.0,546.33,4.0,-8.0,0.0,0.0,-7.3,37.0,8.0
Luke Scott,2010,LF,4,6400000,131.0,517.0,127.0,0.284,70.0,29.0,1.0,27.0,0,0,0.6,0.304,0.387,27.3,87.0,15.45,0,0,0,0,0,0,0,0.0,0.0,0,0,0.902,2.0,0.0,-3.9,261.0,3.0,-1.0,-0.19999999999999996,0.0,0.0,0.0,0.0,131.0,517.0,127.0,0.284,70.0,29.0,1.0,27.0,11.4,19.0,0.6,0.304,0.387,27.3,87.0,15.45,27.9,71.4,45.7,56.2,84.1,74.0,11.8,0.0,0.0,0.0,0.0,0.902,2.0,0.0,-3.9,261.0,3.0,-1.0,-0.19999999999999996,0.0,0.0,0.0,0.0,261.0,3.0,-1.0,-0.19999999999999996,0.0,0.0,0.0,0.0
Martin Prado,2010,LF,3,3100000,140.0,651.0,184.0,0.307,126.0,40.0,3.0,15.0,0,0,0.47,0.335,0.353,16.9,92.0,18.2,0,0,0,0,0,0,0,0.0,0.0,0,0,0.809,5.0,3.0,4.8,1227.67,11.0,8.0,-3.3,0.0,0.0,0.0,0.0,140.0,651.0,184.0,0.307,126.0,40.0,3.0,15.0,6.1,13.2,0.47,0.335,0.353,16.9,92.0,18.2,25.7,55.5,40.3,79.6,95.5,90.4,3.9,0.0,0.0,0.0,0.0,0.809,5.0,3.0,4.8,1227.67,11.0,8.0,-3.3,0.0,0.0,0.0,0.0,1227.67,11.0,8.0,-3.3,0.0,0.0,0.0,0.0
Melvin Upton Jr.,2010,CF,4,4825000,154.0,610.0,127.0,0.237,67.0,38.0,4.0,18.0,0,0,0.41,0.304,0.328,3.7,74.0,7.06,0,0,0,0,0,0,0,0.0,0.0,0,0,0.745,42.0,9.0,3.4,1301.67,5.0,-16.0,0.5,0.0,0.0,0.0,0.0,154.0,610.0,127.0,0.237,67.0,38.0,4.0,18.0,11.0,26.9,0.41,0.304,0.328,3.7,74.0,7.06,24.5,68.2,45.6,55.2,80.5,73.5,12.1,0.0,0.0,0.0,0.0,0.745,42.0,9.0,3.4,1301.67,5.0,-16.0,0.5,0.0,0.0,0.0,0.0,1301.67,5.0,-16.0,0.5,0.0,0.0,0.0,0.0
Michael Bourn,2010,CF,4,4400000,141.0,605.0,142.0,0.265,109.0,25.0,6.0,2.0,0,0,0.54,0.329,0.308,-6.1,63.0,9.71,0,0,0,0,0,0,0,0.0,0.0,0,0,0.686,52.0,12.0,5.0,1189.33,3.0,28.0,19.8,0.0,0.0,0.0,0.0,141.0,605.0,142.0,0.265,109.0,25.0,6.0,2.0,9.8,18.0,0.54,0.329,0.308,-6.1,63.0,9.71,23.3,60.9,40.3,68.7,87.8,81.8,7.3,0.0,0.0,0.0,0.0,0.686,52.0,12.0,5.0,1189.33,3.0,28.0,19.8,0.0,0.0,0.0,0.0,1189.33,3.0,28.0,19.8,0.0,0.0,0.0,0.0
Miguel Montero,2010,C,4,3200000,85.0,331.0,79.0,0.266,48.0,20.0,2.0,9.0,0,0,0.41,0.318,0.335,3.7,42.0,1.41,0,0,0,0,0,0,0,0.0,0.0,0,0,0.77,0.0,1.0,-1.0,658.33,2.0,10.0,0.0,0.0,8.7,47.0,21.0,85.0,331.0,79.0,0.266,48.0,20.0,2.0,9.0,8.8,21.5,0.41,0.318,0.335,3.7,42.0,1.41,30.1,70.9,47.4,66.1,84.4,77.7,10.5,0.0,0.0,0.0,0.0,0.77,0.0,1.0,-1.0,658.33,2.0,10.0,0.0,0.0,8.7,47.0,21.0,658.33,2.0,10.0,0.0,0.0,8.7,47.0,21.0
Mike Napoli,2010,C,4,5800000,140.0,510.0,108.0,0.238,57.0,24.0,1.0,26.0,0,0,0.31,0.279,0.341,8.1,67.0,-1.3,0,0,0,0,0,0,0,0.0,0.0,0,0,0.784,4.0,2.0,0.3,1111.33,12.0,-9.0,0.7,0.0,-3.6,52.0,19.0,140.0,510.0,108.0,0.238,57.0,24.0,1.0,26.0,8.2,26.9,0.31,0.279,0.341,8.1,67.0,-1.3,26.4,64.0,43.9,52.9,78.7,70.5,13.0,0.0,0.0,0.0,0.0,0.784,4.0,2.0,0.3,1111.33,12.0,-9.0,0.7,0.0,-3.6,52.0,19.0,1111.33,12.0,-9.0,0.7,0.0,-3.6,52.0,19.0
Mike Fontenot,2010,2B,3,1050000,103.0,261.0,68.0,0.283,51.0,13.0,3.0,1.0,0,0,0.37,0.335,0.315,-1.3,29.0,0.53,0,0,0,0,0,0,0,0.0,0.0,0,0,0.706,1.0,4.0,0.0,503.4,9.0,-5.0,-7.699999999999999,0.0,0.0,0.0,0.0,103.0,261.0,68.0,0.283,51.0,13.0,3.0,1.0,5.7,15.7,0.37,0.335,0.315,-1.3,29.0,0.53,30.8,69.5,47.1,71.9,90.8,83.6,7.7,0.0,0.0,0.0,0.0,0.706,1.0,4.0,0.0,503.4,9.0,-5.0,-7.699999999999999,0.0,0.0,0.0,0.0,503.4,9.0,-5.0,-7.699999999999999,0.0,0.0,0.0,0.0
Michael Morse,2010,OF,3,1500000,98.0,293.0,77.0,0.289,48.0,12.0,2.0,15.0,0,0,0.34,0.33,0.377,13.2,47.0,11.59,0,0,0,0,0,0,0,0.0,0.0,0,0,0.87,0.0,1.0,-1.5,570.33,0.0,-2.0,-5.8999999999999995,0.0,0.0,0.0,0.0,98.0,293.0,77.0,0.289,48.0,12.0,2.0,15.0,7.5,21.8,0.34,0.33,0.377,13.2,47.0,11.59,35.8,73.3,51.3,63.7,78.8,72.6,14.1,0.0,0.0,0.0,0.0,0.87,0.0,1.0,-1.5,570.33,0.0,-2.0,-5.8999999999999995,0.0,0.0,0.0,0.0,570.33,0.0,-2.0,-5.8999999999999995,0.0,0.0,0.0,0.0
Nelson Cruz,2010,RF,3,3650000,108.0,445.0,127.0,0.318,71.0,31.0,3.0,22.0,0,0,0.47,0.348,0.404,29.4,81.0,28.84,0,0,0,0,0,0,0,0.0,0.0,0,0,0.95,17.0,4.0,0.8,887.3000000000001,5.0,1.0,10.1,0.0,0.0,0.0,0.0,108.0,445.0,127.0,0.318,71.0,31.0,3.0,22.0,8.5,18.2,0.47,0.348,0.404,29.4,81.0,28.84,29.0,73.6,49.0,63.3,81.2,75.3,11.9,0.0,0.0,0.0,0.0,0.95,17.0,4.0,0.8,887.3000000000001,5.0,1.0,10.1,0.0,0.0,0.0,0.0,887.3000000000001,5.0,1.0,10.1,0.0,0.0,0.0,0.0
Prince Fielder,2010,1B,5,15500000,161.0,714.0,151.0,0.261,94.0,25.0,0.0,32.0,0,0,0.83,0.291,0.381,34.3,116.0,34.35,0,0,0,0,0,0,0,0.0,0.0,0,0,0.871,1.0,0.0,-6.8,1411.0,4.0,-17.0,-8.0,0.0,0.0,0.0,0.0,161.0,714.0,151.0,0.261,94.0,25.0,0.0,32.0,16.0,19.3,0.83,0.291,0.381,34.3,116.0,34.35,27.7,68.2,43.4,60.2,86.8,76.4,10.0,0.0,0.0,0.0,0.0,0.871,1.0,0.0,-6.8,1411.0,4.0,-17.0,-8.0,0.0,0.0,0.0,0.0,1411.0,4.0,-17.0,-8.0,0.0,0.0,0.0,0.0
Reggie Willits,2010,OF,4,775000,97.0,182.0,41.0,0.258,34.0,7.0,0.0,0.0,0,0,0.73,0.308,0.298,-3.3,18.0,-4.86,0,0,0,0,0,0,0,0.0,0.0,0,0,0.643,2.0,4.0,0.8,419.4,1.0,6.0,4.4,0.0,0.0,0.0,0.0,97.0,182.0,41.0,0.258,34.0,7.0,0.0,0.0,10.4,14.3,0.73,0.308,0.298,-3.3,18.0,-4.86,19.5,55.6,37.4,67.1,94.4,87.2,4.7,0.0,0.0,0.0,0.0,0.643,2.0,4.0,0.8,419.4,1.0,6.0,4.4,0.0,0.0,0.0,0.0,419.4,1.0,6.0,4.4,0.0,0.0,0.0,0.0
Ronny Cedeno,2010,SS,5,1850000,139.0,502.0,120.0,0.256,80.0,29.0,3.0,8.0,0,0,0.22,0.315,0.295,-10.6,47.0,-15.05,0,0,0,0,0,0,0,0.0,0.0,0,0,0.675,12.0,3.0,0.1,1149.0,18.0,-7.0,-3.1,0.0,0.0,0.0,0.0,139.0,502.0,120.0,0.256,80.0,29.0,3.0,8.0,4.6,21.1,0.22,0.315,0.295,-10.6,47.0,-15.05,32.6,67.8,49.6,67.6,88.1,81.2,9.2,0.0,0.0,0.0,0.0,0.675,12.0,3.0,0.1,1149.0,18.0,-7.0,-3.1,0.0,0.0,0.0,0.0,1149.0,18.0,-7.0,-3.1,0.0,0.0,0.0,0.0
Ryan Sweeney,2010,OF,3,1400000,82.0,331.0,89.0,0.294,66.0,20.0,2.0,1.0,0,0,0.59,0.333,0.321,-0.1,38.0,0.53,0,0,0,0,0,0,0,0.0,0.0,0,0,0.725,1.0,1.0,3.0,667.33,0.0,1.0,-0.9,0.0,0.0,0.0,0.0,82.0,331.0,89.0,0.294,66.0,20.0,2.0,1.0,7.3,12.4,0.59,0.333,0.321,-0.1,38.0,0.53,25.4,62.6,43.1,82.5,95.3,91.3,3.7,0.0,0.0,0.0,0.0,0.725,1.0,1.0,3.0,667.33,0.0,1.0,-0.9,0.0,0.0,0.0,0.0,667.33,0.0,1.0,-0.9,0.0,0.0,0.0,0.0
Ryan Theriot,2010,2B,4,3300000,150.0,640.0,158.0,0.27,139.0,15.0,2.0,2.0,0,0,0.55,0.305,0.286,-17.7,56.0,-18.42,0,0,0,0,0,0,0,0.0,0.0,0,0,0.633,20.0,9.0,-1.9,1238.33,10.0,-7.0,-3.6999999999999997,0.0,0.0,0.0,0.0,150.0,640.0,158.0,0.27,139.0,15.0,2.0,2.0,6.4,11.6,0.55,0.305,0.286,-17.7,56.0,-18.42,23.4,61.6,42.6,78.1,94.6,90.1,4.1,0.0,0.0,0.0,0.0,0.633,20.0,9.0,-1.9,1238.33,10.0,-7.0,-3.6999999999999997,0.0,0.0,0.0,0.0,1238.33,10.0,-7.0,-3.6999999999999997,0.0,0.0,0.0,0.0
Ryan Ludwick,2010,OF,5,6775000,136.0,553.0,123.0,0.251,77.0,27.0,2.0,17.0,0,0,0.4,0.297,0.329,3.5,67.0,12.44,0,0,0,0,0,0,0,0.0,0.0,0,0,0.743,0.0,4.0,-0.6,1079.0,2.0,7.0,1.8,0.0,0.0,0.0,0.0,136.0,553.0,123.0,0.251,77.0,27.0,2.0,17.0,8.7,21.9,0.4,0.297,0.329,3.5,67.0,12.44,26.7,70.5,47.4,59.5,83.2,76.2,11.2,0.0,0.0,0.0,0.0,0.743,0.0,4.0,-0.6,1079.0,2.0,7.0,1.8,0.0,0.0,0.0,0.0,1079.0,2.0,7.0,1.8,0.0,0.0,0.0,0.0
Shin-Soo Choo,2010,RF,3,3975000,144.0,646.0,165.0,0.3,110.0,31.0,2.0,22.0,0,0,0.7,0.347,0.386,33.6,108.0,38.87,0,0,0,0,0,0,0,0.0,0.0,0,0,0.885,22.0,7.0,0.6,1249.67,4.0,7.0,6.3,0.0,0.0,0.0,0.0,144.0,646.0,165.0,0.3,110.0,31.0,2.0,22.0,12.8,18.3,0.7,0.347,0.386,33.6,108.0,38.87,26.0,68.0,44.4,62.5,87.1,79.0,9.1,0.0,0.0,0.0,0.0,0.885,22.0,7.0,0.6,1249.67,4.0,7.0,6.3,0.0,0.0,0.0,0.0,1249.67,4.0,7.0,6.3,0.0,0.0,0.0,0.0
Wilson Betemit,2010,3B,5,1000000,84.0,315.0,82.0,0.297,49.0,20.0,0.0,13.0,0,0,0.49,0.361,0.386,16.3,53.0,15.33,0,0,0,0,0,0,0,0.0,0.0,0,0,0.889,0.0,0.0,-2.3,524.33,10.0,-16.0,-12.5,0.0,0.0,0.0,0.0,84.0,315.0,82.0,0.297,49.0,20.0,0.0,13.0,11.4,23.5,0.49,0.361,0.386,16.3,53.0,15.33,27.0,63.5,42.2,61.6,86.4,77.1,9.5,0.0,0.0,0.0,0.0,0.889,0.0,0.0,-2.3,524.33,10.0,-16.0,-12.5,0.0,0.0,0.0,0.0,524.33,10.0,-16.0,-12.5,0.0,0.0,0.0,0.0
Yunel Escobar,2010,SS,3,2900000,135.0,567.0,127.0,0.256,104.0,19.0,0.0,4.0,0,0,0.98,0.282,0.301,-8.9,56.0,-14.92,0,0,0,0,0,0,0,0.0,0.0,0,0,0.655,6.0,2.0,0.2,1179.33,18.0,9.0,4.1,0.0,0.0,0.0,0.0,135.0,567.0,127.0,0.256,104.0,19.0,0.0,4.0,9.9,10.1,0.98,0.282,0.301,-8.9,56.0,-14.92,24.1,67.0,44.1,67.5,93.2,85.7,6.3,0.0,0.0,0.0,0.0,0.655,6.0,2.0,0.2,1179.33,18.0,9.0,4.1,0.0,0.0,0.0,0.0,1179.33,18.0,9.0,4.1,0.0,0.0,0.0,0.0
Adam Rosales,2011,2B,2,600000,24.0,68.0,6.0,0.098,4.0,0.0,0.0,2.0,0,0,0.31,0.083,0.165,-8.1,0.0,-8.49,0,0,0,0,0,0,0,0.0,0.0,0,0,0.358,0.0,0.0,-0.1,158.3,4.0,-1.0,-3.3,0.0,0.0,0.0,0.0,24.0,68.0,6.0,0.098,4.0,0.0,0.0,2.0,5.9,19.1,0.31,0.083,0.165,-8.1,0.0,-8.49,27.8,72.9,48.1,72.5,86.0,81.7,9.1,0.0,0.0,0.0,0.0,0.358,0.0,0.0,-0.1,158.3,4.0,-1.0,-3.3,0.0,0.0,0.0,0.0,158.3,4.0,-1.0,-3.3,0.0,0.0,0.0,0.0
Adam Jones,2011,CF,4,6150000,151.0,618.0,159.0,0.28,106.0,26.0,2.0,25.0,0,0,0.26,0.304,0.338,10.9,80.0,8.31,0,0,0,0,0,0,0,0.0,0.0,0,0,0.785,12.0,4.0,4.1,1281.0,8.0,-1.0,-8.6,0.0,0.0,0.0,0.0,151.0,618.0,159.0,0.28,106.0,26.0,2.0,25.0,4.7,18.3,0.26,0.304,0.338,10.9,80.0,8.31,43.2,71.8,55.7,63.6,86.9,76.8,12.9,0.0,0.0,0.0,0.0,0.785,12.0,4.0,4.1,1281.0,8.0,-1.0,-8.6,0.0,0.0,0.0,0.0,1281.0,8.0,-1.0,-8.6,0.0,0.0,0.0,0.0
Alberto Callaspo,2011,3B,4,3150000,141.0,536.0,137.0,0.288,108.0,23.0,0.0,6.0,0,0,1.21,0.31,0.328,5.2,65.0,4.13,0,0,0,0,0,0,0,0.0,0.0,0,0,0.74,8.0,1.0,0.6,1139.33,15.0,5.0,8.3,0.0,0.0,0.0,0.0,141.0,536.0,137.0,0.288,108.0,23.0,0.0,6.0,10.8,9.0,1.21,0.31,0.328,5.2,65.0,4.13,24.8,63.1,41.6,86.0,93.1,90.7,3.8,0.0,0.0,0.0,0.0,0.74,8.0,1.0,0.6,1139.33,15.0,5.0,8.3,0.0,0.0,0.0,0.0,1139.33,15.0,5.0,8.3,0.0,0.0,0.0,0.0
Alex Gordon,2011,LF,4,4775000,151.0,690.0,185.0,0.303,113.0,45.0,4.0,23.0,0,0,0.48,0.358,0.382,36.3,114.0,36.28,0,0,0,0,0,0,0,0.0,0.0,0,0,0.879,17.0,8.0,3.5,1332.0,4.0,19.0,11.1,0.0,0.0,0.0,0.0,151.0,690.0,185.0,0.303,113.0,45.0,4.0,23.0,9.7,20.1,0.48,0.358,0.382,36.3,114.0,36.28,26.5,67.6,44.7,67.0,84.6,78.8,9.4,0.0,0.0,0.0,0.0,0.879,17.0,8.0,3.5,1332.0,4.0,19.0,11.1,0.0,0.0,0.0,0.0,1332.0,4.0,19.0,11.1,0.0,0.0,0.0,0.0
Alexi Casilla,2011,SS,4,1383000,97.0,365.0,84.0,0.26,57.0,21.0,4.0,2.0,0,0,0.62,0.294,0.307,-2.6,38.0,-4.2,0,0,0,0,0,0,0,0.0,0.0,0,0,0.691,15.0,4.0,-0.9,776.4,11.0,-1.0,-0.6,0.0,0.0,0.0,0.0,97.0,365.0,84.0,0.26,57.0,21.0,4.0,2.0,7.7,12.3,0.62,0.294,0.307,-2.6,38.0,-4.2,25.7,52.6,38.1,82.1,90.9,87.7,4.7,0.0,0.0,0.0,0.0,0.691,15.0,4.0,-0.9,776.4,11.0,-1.0,-0.6,0.0,0.0,0.0,0.0,776.4,11.0,-1.0,-0.6,0.0,0.0,0.0,0.0
Andre Ethier,2011,RF,5,10950000,135.0,551.0,142.0,0.292,101.0,30.0,0.0,11.0,0,0,0.56,0.348,0.345,12.8,75.0,13.52,0,0,0,0,0,0,0,0.0,0.0,0,0,0.789,0.0,1.0,-3.3,1091.33,0.0,1.0,5.9,0.0,0.0,0.0,0.0,135.0,551.0,142.0,0.292,101.0,30.0,0.0,11.0,10.5,18.7,0.56,0.348,0.345,12.8,75.0,13.52,30.4,71.6,47.9,64.2,89.1,80.0,9.4,0.0,0.0,0.0,0.0,0.789,0.0,1.0,-3.3,1091.33,0.0,1.0,5.9,0.0,0.0,0.0,0.0,1091.33,0.0,1.0,5.9,0.0,0.0,0.0,0.0
Andres Torres,2011,CF,4,2700000,112.0,398.0,77.0,0.221,48.0,24.0,1.0,4.0,0,0,0.44,0.293,0.292,-7.4,37.0,-6.98,0,0,0,0,0,0,0,0.0,0.0,0,0,0.643,19.0,6.0,2.9,791.67,3.0,-1.0,8.2,0.0,0.0,0.0,0.0,112.0,398.0,77.0,0.221,48.0,24.0,1.0,4.0,10.6,23.9,0.44,0.293,0.292,-7.4,37.0,-6.98,30.2,63.4,44.0,66.8,88.4,79.7,9.0,0.0,0.0,0.0,0.0,0.643,19.0,6.0,2.9,791.67,3.0,-1.0,8.2,0.0,0.0,0.0,0.0,791.67,3.0,-1.0,8.2,0.0,0.0,0.0,0.0
Angel Pagan,2011,CF,5,4850000,123.0,532.0,125.0,0.262,90.0,24.0,4.0,7.0,0,0,0.71,0.285,0.306,-4.4,55.0,9.6,0,0,0,0,0,0,0,0.0,0.0,0,0,0.694,32.0,7.0,3.7,1045.0,10.0,-9.0,-14.1,0.0,0.0,0.0,0.0,123.0,532.0,125.0,0.262,90.0,24.0,4.0,7.0,8.3,11.7,0.71,0.285,0.306,-4.4,55.0,9.6,28.8,63.6,43.7,82.3,94.3,89.8,4.4,0.0,0.0,0.0,0.0,0.694,32.0,7.0,3.7,1045.0,10.0,-9.0,-14.1,0.0,0.0,0.0,0.0,1045.0,10.0,-9.0,-14.1,0.0,0.0,0.0,0.0
